movie_id,title,genres,directors,actors,overview
4205,Mermaids,Comedy|Romance|Drama,Richard Benjamin,Winona Ryder|Cher|Bob Hoskins|Michael Schoeffling|Christina Ricci,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are."
4210,Manhunter,Thriller|Action|Horror|Crime|Drama,Michael Mann,Brian Cox|William Petersen|Dennis Farina|Kim Greist|Tom Noonan,"FBI Agent Will Graham, who retired after catching Hannibal Lecter, returns to duty to engage in a risky cat-and-mouse game with Lecter to capture a new killer."
4211,Reversal of Fortune,Drama,Barbet Schroeder,Ron Silver|Annabella Sciorra|Jeremy Irons|Uta Hagen|Glenn Close,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
4212,Death on the Nile,Crime|Mystery,John Guillermin,Mia Farrow|Bette Davis|Jane Birkin|Peter Ustinov|Lois Chiles,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board and every elegant passenger becomes a prime suspect."
4214,Revenge of the Nerds,Comedy,Jeff Kanew,Anthony Edwards|Robert Carradine|Larry B. Scott|Timothy Busfield|Curtis Armstrong,"At Adams College, the jocks rule the school from their house on high, the Alpha Beta fraternity. So when a group of socially-challenged misfits try to go Greek, they're instantly rejected by every house on campus. Deciding to start their own fraternity to protect their outcast brothers, the campus nerds soon find themselves in a battle royale as the Alpha Betas try to crush their new rivals."
4215,Revenge of the Nerds II: Nerds in Paradise,Comedy,Joe Roth,Anthony Edwards|Robert Carradine|Courtney Thorne-Smith|Larry B. Scott|Timothy Busfield,"The members of the Lambda Lambda Lambda fraternity travel to Fort Lauderdale for a fraternity conference. They'll have to beat off the attacks of their rival frat, the Alphas, if they want to maintain their self-respect -- and, of course, if they want to get anywhere with the pretty girls!"
4217,4 Little Girls,Documentary,Spike Lee,Queen Nunn|Arthur Hanes Jr.|Helen Pegues|Chris McNair|Maxine McNair,"On September 15, 1963, a bomb destroyed a black church in Birmingham, Alabama, killing four young girls who were there for Sunday school. It was a crime that shocked the nation--and a defining moment in the history of the civil-rights movement. Spike Lee re-examines the full story of the bombing, including a revealing interview with former Alabama Governor George Wallace."
4218,River's Edge,Crime|Drama,Tim Hunter,Keanu Reeves|Daniel Roebuck|Ione Skye|Roxana Zal|Crispin Glover,"A group of high-school friends must come to terms with the fact that one of them, Samson, killed another, Jamie. Faced with the brutality of death, each must decide whether to turn their friend in to the police, or to help him escape the consequences of his dreadful deed."
4219,Girls Just Want to Have Fun,Comedy,Alan Metter,Lee Montgomery|Morgan Woodward|Sarah Jessica Parker|Helen Hunt|Shannen Doherty,"Janey is new in town. She soon meets Lynne, a classmate who shares her passion for the local show 'Dance TV'. When a competition is announced to find new Dance TV performers, Janey and Lynne are determined to audition. The only problem is that Janey's father doesn't approve of that kind of thing."
4220,The Longest Yard,Comedy,Robert Aldrich,James Hampton|Michael Conrad|Eddie Albert|Burt Reynolds|Ed Lauter,"A football player-turned-convict organizes a team of inmates to play against a team of prison guards. His dilemma is that the warden asks him to throw the game in return for an early release, but he is also concerned about the inmates' lack of self-esteem."
4221,Necessary Roughness,Comedy,Stan Dragoti,Robert Loggia|Héctor Elizondo|Scott Bakula|Larry Miller|Harley Jane Kozak,"When the Texas State University Fightin' Armadillos football team is disqualified for cheating and poor grades, the University is forced to pick from a team that actually goes to school. Will they even win a single game?"
4223,Enemy at the Gates,War|Drama,Jean-Jacques Annaud,Bob Hoskins|Jude Law|Ed Harris|Rachel Weisz|Joseph Fiennes,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.
4224,Exit Wounds,Thriller|Action,Andrzej Bartkowiak,Anthony Anderson|Isaiah Washington|Bill Duke|Steven Seagal|DMX,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops."
4225,The Dish,Comedy,Rob Sitch,Tom Long|Kevin Harrington|Eliza Szonert|Sam Neill|Patrick Warburton,A group of maverick scientists on a remote Australian sheep farm are the globe's only hope for obtaining the epic images of man's first steps on the moon.
4226,Memento,Thriller|Mystery,Christopher Nolan,Guy Pearce|Mark Boone Junior|Russ Fega|Carrie-Anne Moss|Joe Pantoliano,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why."
4228,Heartbreakers,Comedy|Romance|Crime,David Mirkin,Sigourney Weaver|Jason Lee|Jennifer Love Hewitt|Ray Liotta|Gene Hackman,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark."
4229,Say It Isn't So,Comedy|Romance,J.B. Rogers,Chris Klein|Sally Field|Richard Jenkins|Heather Graham|Orlando Jones,"Boy meets girl; boy falls in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! But when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still thinks is after some taboo thrills -- must race across the country to stop her from marrying another man."
4231,Someone Like You...,Comedy|Romance,Tony Goldwyn,Ashley Judd|Greg Kinnear|Hugh Jackman|Marisa Tomei|Ellen Barkin,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation."
4232,Spy Kids,Comedy|Adventure|Action|Children,Robert Rodriguez,Alexa PenaVega|Daryl Sabara|Carla Gugino|Alan Cumming|Antonio Banderas,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business."""
4233,Tomcats,Comedy,Gregory Poirier,Bernie Casey|Shannon Elizabeth|Jerry O'Connell|Jake Busey|Horatio Sanz,"College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!"
4234,The Tailor of Panama,Thriller|Drama,John Boorman,Geoffrey Rush|Leonor Varela|Jamie Lee Curtis|Brendan Gleeson|Pierce Brosnan,"A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal."
4235,Amores Perros,Thriller|Drama,Alejandro González Iñárritu,Vanessa Bauche|Álvaro Guerrero|Gael García Bernal|Goya Toledo|Emilio Echevarría,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog."
4236,Keep the River on Your Right: A Modern Cannibal Tale,Documentary,Laurie Gwen Shapiro|David Shapiro,Michael Nelson Rockefeller|Tobias Schneebaum|Norman Mailer,"In 1955, Tobias Schneebaum disappeared into the depths of the Peruvian Amazon. He had no guide, no map, and only the vaguest of instructions: Keep the river on your right. A year later Schneebaum emerged from the jungle…naked, covered in body paint, and a modern-day cannibal.  Titled after Schneebaum’s 1969 cult classic memoir about his formative experiences living in the Amazon, Keep The River On Your Right is the extraordinary stranger-than-fiction story of Schneebaum’s return to the jungle, 45 years after his original visit, to reunite with the very tribesmen he loved and who gave him nightmares for nearly half a century. A deeply affecting and searing portrait, sibling filmmakers Laurie and David Shapiro capture a man in utter conflict, a fearless adventurer, and one of the most charming, enigmatic, and perplexing men ever captured on screen."
4237,The Gleaners and I,Documentary,Agnès Varda,François Wertheimer|Agnès Varda|Bodan Litnanski,"Varda focuses her eye on gleaners: those who scour already-reaped fields for the odd potato or turnip. Her investigation leads from forgotten corners of the French countryside to off-hours at the green markets of Paris, following those who insist on finding a use for that which society has cast off, whether out of necessity or activism."
4238,Along Came a Spider,Thriller|Action|Crime|Mystery,Lee Tamahori,Monica Potter|Morgan Freeman|Mika Boorem|Michael Wincott|Dylan Baker,"After the harrowing death of his partner, forensic psychologist and best-selling author Alex Cross cannot forgive himself and has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, he is lured back into action as the kidnapper wants to deal with Alex personally. Teamed with Jezzie Flanigan, the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom."
